afile	alang	akorp	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	longpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
en_111	en	rltc	pro	20.275862068965516	0.03571428571428571	0.003401360544217687	0.0	0.3793103448275862	0.06896551724137931	0.13793103448275862	0.034482758620689655	0.0	0.6896551724137931	1.1379310344827587	0.5172413793103449	0.39965986394557823	0.9710743801652892	0.011904761904761904	0.13793103448275862	1.037037037037037	0.16666666666666666	0.018518518518518517	0.14814814814814814	0.0	0.0	0.5517241379310345	0.034482758620689655	0.06896551724137931	0.06896551724137931	0.3103448275862069	0.13793103448275862	0.13793103448275862	0.05434782608695652	0.0	0.27586206896551724	1.0	0.3548387096774194	0.01870748299319728	0.5972222222222222	3.31606265861027	1.6179444940132552	0.18279569892473116	0.23333333333333334	0.0	0.14838709677419354	0.0	0.0510752688172043	0.15860215053763438
en_113	en	rltc	pro	23.2987012987013	0.030657748049052396	0.005016722408026756	0.0	0.7272727272727273	0.012987012987012988	0.37662337662337664	0.012987012987012988	0.0	0.42857142857142855	1.5324675324675325	0.974025974025974	0.37681159420289856	0.9629629629629629	0.008918617614269788	0.2077922077922078	0.9397590361445783	0.12048192771084337	0.030120481927710843	0.18674698795180722	0.05194805194805195	0.09090909090909091	0.4675324675324675	0.07792207792207792	0.16883116883116883	0.025974025974025976	0.12987012987012986	0.06493506493506493	0.05194805194805195	0.026200873362445413	0.03056768558951965	0.22077922077922077	1.0389610389610389	0.4025974025974026	0.007803790412486065	0.5954545454545455	3.473598613615808	1.4111037391307133	0.04700061842918986	0.31564625850340133	0.027983920841063697	0.09162028447742732	0.02319109461966605	0.012987012987012988	0.10494743351886208
en_114	en	rltc	pro	21.2972972972973	0.03553299492385787	0.0025380710659898475	0.0025380710659898475	0.4864864864864865	0.02702702702702703	0.2702702702702703	0.02702702702702703	0.02702702702702703	0.40540540540540543	1.4594594594594594	0.5675675675675675	0.366751269035533	0.9633333333333334	0.012690355329949238	0.13513513513513514	0.9240506329113924	0.13924050632911392	0.0	0.08860759493670886	0.05405405405405406	0.10810810810810811	0.5945945945945946	0.05405405405405406	0.08108108108108109	0.05405405405405406	0.13513513513513514	0.16216216216216217	0.0	0.024793388429752067	0.024793388429752067	0.2702702702702703	1.3783783783783783	0.2972972972972973	0.008883248730964468	0.6263736263736264	3.204186693747873	1.5894554579916005	0.010810810810810811	0.4594594594594595	0.04234234234234234	0.056756756756756746	0.04234234234234234	0.009009009009009009	0.13603603603603603
en_115	en	rltc	pro	21.29230769230769	0.024566473988439308	0.001445086705202312	0.0	0.4307692307692308	0.046153846153846156	0.4	0.03076923076923077	0.03076923076923077	0.49230769230769234	0.8461538461538461	1.6307692307692307	0.34971098265895956	0.9622266401590457	0.01083815028901734	0.3076923076923077	0.8979591836734694	0.1292517006802721	0.034013605442176874	0.17006802721088435	0.0	0.09230769230769231	0.47692307692307695	0.03076923076923077	0.13846153846153847	0.06153846153846154	0.09230769230769231	0.06153846153846154	0.06153846153846154	0.03355704697986577	0.026845637583892617	0.18461538461538463	1.2153846153846153	0.38461538461538464	0.011560693641618497	0.6436170212765957	3.368774369380035	1.463843943231506	0.0826007326007326	0.3748168498168498	0.03230769230769231	0.09833333333333333	0.027179487179487177	0.00641025641025641	0.10142857142857141
en_116	en	rltc	pro	20.897196261682243	0.03309481216457961	0.0017889087656529517	0.0017889087656529517	0.5327102803738317	0.08411214953271028	0.2616822429906542	0.009345794392523364	0.0	0.3364485981308411	1.2616822429906542	1.3177570093457944	0.43559928443649376	0.9868287740628167	0.0129695885509839	0.2336448598130841	0.7563636363636363	0.07636363636363637	0.05454545454545454	0.09818181818181818	0.037383177570093455	0.2336448598130841	0.34579439252336447	0.1308411214953271	0.102803738317757	0.04672897196261682	0.06542056074766354	0.11214953271028037	0.1308411214953271	0.04460966542750929	0.007434944237918215	0.1588785046728972	1.2149532710280373	0.3177570093457944	0.014758497316636851	0.592156862745098	3.308026296190321	1.4296169016938807	0.09837561192701379	0.25887850467289725	0.07510013351134845	0.11940364931019137	0.06488651535380506	0.04065420560747663	0.09971072541165998
en_117	en	rltc	pro	25.022222222222222	0.006216696269982238	0.0026642984014209592	0.0008880994671403197	0.6444444444444445	0.022222222222222223	0.26666666666666666	0.0	0.0	0.37777777777777777	2.4444444444444446	0.8888888888888888	0.4271758436944938	0.9816326530612245	0.009769094138543518	0.3333333333333333	0.7666666666666667	0.13333333333333333	0.022222222222222223	0.24444444444444444	0.022222222222222223	0.2	0.37777777777777777	0.022222222222222223	0.06666666666666667	0.022222222222222223	0.17777777777777778	0.022222222222222223	0.022222222222222223	0.02857142857142857	0.017142857142857144	0.06666666666666667	1.0666666666666667	0.4444444444444444	0.0053285968028419185	0.797979797979798	3.561287045787087	1.5479974505583278	0.16243386243386243	0.3416931216931217	0.07058201058201058	0.0428042328042328	0.07058201058201058	0.0	0.06746031746031746
en_118	en	rltc	pro	22.285714285714285	0.008547008547008548	0.002136752136752137	0.0	0.7142857142857143	0.09523809523809523	0.2857142857142857	0.0	0.0	0.19047619047619047	1.1904761904761905	1.0952380952380953	0.4337606837606838	0.9806763285024155	0.01282051282051282	0.047619047619047616	0.75	0.08333333333333333	0.10416666666666667	0.10416666666666667	0.0	0.0	0.23809523809523808	0.0	0.09523809523809523	0.047619047619047616	0.047619047619047616	0.0	0.047619047619047616	0.13953488372093023	0.09302325581395349	0.047619047619047616	1.0	0.3333333333333333	0.014957264957264958	0.7843137254901961	3.670165557535327	1.4689805750892386	0.11111111111111109	0.3158730158730159	0.0	0.1761904761904762	0.0	0.07142857142857142	0.03968253968253968
en_12	en	rltc	pro	18.063492063492063	0.04130052724077329	0.012302284710017574	0.006151142355008787	0.9206349206349206	0.031746031746031744	0.2222222222222222	0.0	0.0	0.4603174603174603	0.9365079365079365	1.0476190476190477	0.4358523725834798	0.9668615984405458	0.014938488576449912	0.2698412698412698	0.7432432432432432	0.18243243243243243	0.0472972972972973	0.12162162162162163	0.015873015873015872	0.07936507936507936	0.3492063492063492	0.047619047619047616	0.12698412698412698	0.031746031746031744	0.031746031746031744	0.047619047619047616	0.1111111111111111	0.059602649006622516	0.019867549668874173	0.12698412698412698	1.2857142857142858	0.3492063492063492	0.006151142355008787	0.5660377358490566	3.242320847505289	1.3783129743853901	0.07724867724867726	0.2703703703703703	0.03095238095238095	0.0746031746031746	0.027777777777777776	0.003968253968253968	0.1976190476190476
en_120	en	rltc	pro	21.434343434343436	0.04665409990574929	0.0051837888784165885	0.00235626767200754	0.7171717171717171	0.0707070707070707	0.1414141414141414	0.010101010101010102	0.0	0.7575757575757576	1.4242424242424243	0.7272727272727273	0.42082940622054665	0.9889258028792912	0.012723845428840716	0.47474747474747475	1.0691489361702127	0.09574468085106383	0.05851063829787234	0.13829787234042554	0.010101010101010102	0.13131313131313133	0.47474747474747475	0.10101010101010101	0.08080808080808081	0.050505050505050504	0.0707070707070707	0.16161616161616163	0.1717171717171717	0.032640949554896145	0.02373887240356083	0.31313131313131315	1.1067961165048543	0.3592233009708738	0.0117813383600377	0.5355648535564853	3.3666295386548155	1.5642033696881341	0.0970873786407767	0.3113268608414239	0.04805825242718446	0.14304207119741102	0.03834951456310679	0.049352750809061485	0.0894822006472492
en_121	en	rltc	pro	23.34567901234568	0.023268112109994712	0.0021152829190904283	0.0021152829190904283	0.7777777777777778	0.037037037037037035	0.18518518518518517	0.0	0.012345679012345678	0.4567901234567901	1.6790123456790123	0.5308641975308642	0.4177683765203596	0.9875	0.004759386567953464	0.49382716049382713	0.8877551020408163	0.17346938775510204	0.025510204081632654	0.10204081632653061	0.024691358024691357	0.1111111111111111	0.7037037037037037	0.12345679012345678	0.08641975308641975	0.06172839506172839	0.06172839506172839	0.09876543209876543	0.07407407407407407	0.036734693877551024	0.024489795918367346	0.43209876543209874	1.2195121951219512	0.24390243902439024	0.017451084082496033	0.7407407407407407	3.5749710288305097	1.4990376942448014	0.11477932636469221	0.4287166085946574	0.042711962833914055	0.16016260162601625	0.02746806039488966	0.022473867595818812	0.09393147502903601
en_124	en	rltc	pro	21.5	0.03441860465116279	0.0027906976744186047	0.0027906976744186047	0.84	0.06	0.28	0.0	0.02	0.5	1.18	0.74	0.3516279069767442	0.9717223650385605	0.005581395348837209	0.24	0.8285714285714286	0.17142857142857143	0.01904761904761905	0.0761904761904762	0.04	0.06	0.28	0.04	0.0	0.04	0.04	0.08	0.1	0.05084745762711865	0.0	0.34	1.1153846153846154	0.4423076923076923	0.008372093023255815	0.5725190839694656	3.3562828998098904	1.4083220515798442	0.11538461538461539	0.27852564102564104	0.030448717948717948	0.05512820512820512	0.02564102564102564	0.029487179487179487	0.1769230769230769
en_125	en	rltc	pro	24.89189189189189	0.02714440825190011	0.008686210640608035	0.002171552660152009	0.8108108108108109	0.10810810810810811	0.3783783783783784	0.02702702702702703	0.0	0.6486486486486487	1.8108108108108107	0.918918918918919	0.40608034744842564	0.9765013054830287	0.009771986970684038	0.21621621621621623	0.9418604651162791	0.10465116279069768	0.06976744186046512	0.13953488372093023	0.0	0.02702702702702703	0.32432432432432434	0.02702702702702703	0.02702702702702703	0.0	0.0	0.05405405405405406	0.10810810810810811	0.06201550387596899	0.015503875968992248	0.21621621621621623	1.2894736842105263	0.39473684210526316	0.006514657980456026	0.6339285714285714	3.416237932402019	1.9310925277812043	0.09429824561403508	0.26096491228070173	0.008771929824561403	0.10839598997493734	0.008771929824561403	0.040413533834586464	0.1099624060150376
en_126	en	rltc	pro	23.0625	0.04065040650406504	0.005420054200542005	0.0040650406504065045	1.0	0.09375	0.15625	0.0	0.0	0.4375	1.90625	0.53125	0.43224932249322495	0.9696048632218845	0.014905149051490514	0.5	0.7341772151898734	0.20253164556962025	0.06329113924050633	0.06329113924050633	0.03125	0.0625	0.46875	0.03125	0.03125	0.03125	0.1875	0.0	0.15625	0.08695652173913043	0.043478260869565216	0.15625	1.375	0.40625	0.009485094850948509	0.6179775280898876	3.4273565433009714	1.4427221308466684	0.11458333333333333	0.45781249999999996	0.03125	0.06614583333333333	0.03125	0.0546875	0.08802083333333333
en_127	en	rltc	pro	24.829268292682926	0.026522593320235755	0.0009823182711198428	0.004911591355599214	1.170731707317073	0.024390243902439025	0.34146341463414637	0.024390243902439025	0.0	0.5853658536585366	1.6585365853658536	0.5365853658536586	0.393909626719057	0.9733009708737864	0.008840864440078585	0.21951219512195122	0.8723404255319149	0.14893617021276595	0.010638297872340425	0.11702127659574468	0.04878048780487805	0.024390243902439025	0.5853658536585366	0.024390243902439025	0.07317073170731707	0.04878048780487805	0.14634146341463414	0.0	0.12195121951219512	0.05511811023622047	0.06299212598425197	0.3170731707317073	1.2954545454545454	0.4772727272727273	0.008840864440078585	0.5833333333333334	3.3879130566353743	1.5433085458813964	0.06969696969696969	0.3416666666666666	0.017803030303030303	0.07007575757575758	0.004545454545454546	0.013257575757575756	0.14204545454545456
en_128	en	rltc	pro	25.85	0.039651837524177946	0.0038684719535783366	0.005802707930367505	0.875	0.175	0.175	0.0	0.0	0.575	1.4	0.95	0.35880077369439073	0.9763157894736842	0.009671179883945842	0.275	0.978494623655914	0.08602150537634409	0.03225806451612903	0.15053763440860216	0.0	0.0	0.625	0.025	0.2	0.075	0.1	0.05	0.15	0.06299212598425197	0.015748031496062992	0.375	1.3902439024390243	0.34146341463414637	0.005802707930367505	0.6223776223776224	3.137896223936367	1.6314637560594432	0.042682926829268296	0.3462543554006969	0.0	0.056765389082462245	0.0	0.14939024390243902	0.11222415795586528
en_129	en	rltc	pro	22.193548387096776	0.07412790697674419	0.003633720930232558	0.0029069767441860465	0.6612903225806451	0.12903225806451613	0.3064516129032258	0.0	0.0	0.43548387096774194	1.1129032258064515	1.7258064516129032	0.37718023255813954	0.9737335834896811	0.015261627906976744	0.3225806451612903	0.8914285714285715	0.06857142857142857	0.045714285714285714	0.05142857142857143	0.03225806451612903	0.04838709677419355	0.3225806451612903	0.016129032258064516	0.016129032258064516	0.0	0.08064516129032258	0.14516129032258066	0.12903225806451613	0.06395348837209303	0.005813953488372093	0.20967741935483872	1.4838709677419355	0.3225806451612903	0.012354651162790697	0.34517766497461927	3.3596105169472623	1.448563564752312	0.06989247311827956	0.39602534562211983	0.01747311827956989	0.17087173579109063	0.01747311827956989	0.024193548387096774	0.12665130568356375
en_13	en	rltc	pro	19.95945945945946	0.04807041299932295	0.002708192281651997	0.003385240352064997	0.6621621621621622	0.08108108108108109	0.3108108108108108	0.013513513513513514	0.0	0.35135135135135137	1.1486486486486487	1.1486486486486487	0.45362220717670954	0.9724238026124818	0.011509817197020988	0.21621621621621623	0.7578947368421053	0.08947368421052632	0.05263157894736842	0.09473684210526316	0.02702702702702703	0.013513513513513514	0.43243243243243246	0.013513513513513514	0.04054054054054054	0.02702702702702703	0.013513513513513514	0.06756756756756757	0.10810810810810811	0.09444444444444444	0.027777777777777776	0.22972972972972974	1.3513513513513513	0.32432432432432434	0.006093432633716994	0.5619469026548672	3.3209100774745126	1.4081720270228952	0.1537323037323037	0.2295366795366795	0.01463963963963964	0.09395109395109395	0.010135135135135134	0.013963963963963962	0.11917631917631916
en_130	en	rltc	pro	20.375	0.03067484662576687	0.001226993865030675	0.0049079754601227	0.6125	0.075	0.2625	0.0	0.0	0.3625	1.0	1.8	0.3852760736196319	0.98125	0.007975460122699387	0.25	0.8620689655172413	0.1206896551724138	0.05747126436781609	0.06896551724137931	0.025	0.175	0.275	0.0375	0.0625	0.0	0.0875	0.0375	0.225	0.04678362573099415	0.011695906432748537	0.1625	1.125	0.375	0.006134969325153374	0.6149732620320856	3.3377594981375887	1.493587231984762	0.08625	0.24458333333333337	0.070625	0.084375	0.06812499999999999	0.043958333333333335	0.13958333333333334
en_131	en	rltc	pro	33.47826086956522	0.04285714285714286	0.0	0.0025974025974025974	1.6956521739130435	0.13043478260869565	0.4782608695652174	0.0	0.0	0.6086956521739131	2.0869565217391304	0.782608695652174	0.412987012987013	0.9298245614035088	0.006493506493506494	0.6521739130434783	0.6888888888888889	0.15555555555555556	0.011111111111111112	0.1	0.043478260869565216	0.043478260869565216	0.5652173913043478	0.043478260869565216	0.08695652173913043	0.0	0.043478260869565216	0.0	0.21739130434782608	0.10465116279069768	0.046511627906976744	0.4782608695652174	2.0416666666666665	0.2916666666666667	0.014285714285714285	0.6190476190476191	3.936810741374272	1.692763339111494	0.035416666666666666	0.34141865079365075	0.011160714285714286	0.17822420634920633	0.005208333333333333	0.04340277777777777	0.2185019841269841
en_132	en	rltc	pro	26.897435897435898	0.030505243088655862	0.0076263107721639654	0.0	0.8974358974358975	0.05128205128205128	0.3333333333333333	0.0	0.0	0.41025641025641024	1.7435897435897436	0.9487179487179487	0.3708293612964728	0.974937343358396	0.005719733079122974	0.20512820512820512	0.7428571428571429	0.1523809523809524	0.05714285714285714	0.13333333333333333	0.02564102564102564	0.05128205128205128	0.46153846153846156	0.1282051282051282	0.1282051282051282	0.05128205128205128	0.15384615384615385	0.02564102564102564	0.1282051282051282	0.036036036036036036	0.018018018018018018	0.15384615384615385	1.5609756097560976	0.2682926829268293	0.011439466158245948	0.5954198473282443	3.4803047064715043	1.6018285246716075	0.14430894308943087	0.2666666666666666	0.025203252032520322	0.03617886178861788	0.02032520325203252	0.03089430894308943	0.15934959349593494
en_133	en	rltc	pro	24.772727272727273	0.04128440366972477	0.006422018348623854	0.0009174311926605505	0.9318181818181818	0.09090909090909091	0.4090909090909091	0.0	0.0	0.6818181818181818	1.5	0.7272727272727273	0.3761467889908257	0.9785202863961814	0.009174311926605505	0.38636363636363635	0.9907407407407407	0.09259259259259259	0.046296296296296294	0.1574074074074074	0.022727272727272728	0.13636363636363635	0.6363636363636364	0.11363636363636363	0.022727272727272728	0.06818181818181818	0.11363636363636363	0.09090909090909091	0.22727272727272727	0.028368794326241134	0.02127659574468085	0.36363636363636365	1.288888888888889	0.35555555555555557	0.006422018348623854	0.5510204081632653	3.4090515491179376	1.5444855598477973	0.17632275132275133	0.3451322751322751	0.034867724867724874	0.076005291005291	0.023756613756613757	0.011111111111111112	0.06613756613756613
en_134	en	rltc	pro	29.21875	0.029946524064171122	0.0010695187165775401	0.0010695187165775401	1.46875	0.0625	0.4375	0.0	0.0	0.34375	1.84375	0.75	0.3871657754010695	0.981029810298103	0.0106951871657754	0.3125	0.6526315789473685	0.16842105263157894	0.042105263157894736	0.12631578947368421	0.0	0.15625	0.5	0.125	0.03125	0.0625	0.125	0.03125	0.15625	0.043478260869565216	0.043478260869565216	0.15625	1.5588235294117647	0.3235294117647059	0.011764705882352941	0.5392156862745098	3.701365824688001	1.7593122214902217	0.13088235294117648	0.4267156862745098	0.03676470588235294	0.0428921568627451	0.022058823529411766	0.01911764705882353	0.11568627450980393
en_135	en	rltc	pro	25.36842105263158	0.038381742738589214	0.002074688796680498	0.002074688796680498	0.7894736842105263	0.13157894736842105	0.39473684210526316	0.02631578947368421	0.0	0.42105263157894735	1.0263157894736843	1.4473684210526316	0.39107883817427386	0.952020202020202	0.008298755186721992	0.15789473684210525	0.8301886792452831	0.12264150943396226	0.03773584905660377	0.08490566037735849	0.0	0.05263157894736842	0.34210526315789475	0.02631578947368421	0.02631578947368421	0.0	0.02631578947368421	0.07894736842105263	0.10526315789473684	0.02040816326530612	0.01020408163265306	0.3157894736842105	1.5	0.325	0.013485477178423237	0.5294117647058824	3.5710287108771857	1.4641615081572958	0.11297619047619048	0.22755952380952377	0.01875	0.08672619047619048	0.01875	0.05291666666666667	0.18232142857142858
en_136	en	rltc	pro	25.41025641025641	0.03229061553985873	0.004036326942482341	0.0010090817356205853	0.8717948717948718	0.02564102564102564	0.20512820512820512	0.0	0.0	0.4358974358974359	1.358974358974359	0.8205128205128205	0.3985872855701312	0.9634146341463414	0.007063572149344097	0.3076923076923077	0.73	0.14	0.03	0.2	0.02564102564102564	0.05128205128205128	0.358974358974359	0.0	0.10256410256410256	0.05128205128205128	0.02564102564102564	0.07692307692307693	0.15384615384615385	0.038461538461538464	0.028846153846153848	0.1282051282051282	1.375	0.3	0.007063572149344097	0.6216216216216216	3.656032089908058	1.56996053992862	0.12916666666666665	0.29154761904761906	0.0294047619047619	0.0869047619047619	0.021071428571428567	0.05083333333333333	0.16607142857142856
en_137	en	rltc	pro	25.71014492753623	0.015219842164599774	0.0005636978579481398	0.002818489289740699	0.8115942028985508	0.07246376811594203	0.30434782608695654	0.0	0.014492753623188406	0.2898550724637681	1.6956521739130435	0.7101449275362319	0.47350620067643745	0.9882352941176471	0.011837655016910935	0.782608695652174	0.7244897959183674	0.09183673469387756	0.04591836734693878	0.14285714285714285	0.0	0.15942028985507245	0.5072463768115942	0.2028985507246377	0.13043478260869565	0.08695652173913043	0.10144927536231885	0.057971014492753624	0.13043478260869565	0.07883817427385892	0.016597510373443983	0.17391304347826086	1.5633802816901408	0.2535211267605634	0.010146561443066516	0.7091836734693877	3.649652997302105	1.6274504547704247	0.08192488262910798	0.3901408450704225	0.05093896713615024	0.10093896713615022	0.04272300469483568	0.07042253521126761	0.13615023474178403
